=============================================
 Benchmark Results: Mon Apr 18 19:36:49 2022
 Program: ..\vm\benchmarks\circles_s.bin
 VM Mode: Stack
 Decoding: Bitmask

   Run    Elapsed (ms)  Dev. from mean
   148     1396.442400       -0.508002
   149     1396.806300       -0.144102
   150     1406.452200        9.501798
   151     1397.434100        0.483698
   152     1397.291400        0.340998
   153     1396.773100       -0.177302
   154     1397.457400        0.506998
   155     1397.023600        0.073198
   156     1397.602100        0.651698
   157     1400.937200        3.986798
   158     1397.398500        0.448098
   159     1397.668400        0.717998
   160     1397.013300        0.062898
   161     1398.066500        1.116098
   162     1397.339800        0.389398
   163     1396.867200       -0.083202
   164     1397.575700        0.625298
   165     1400.078900        3.128498
   166     1397.041800        0.091398
   167     1397.979200        1.028798
   168     1397.124900        0.174498
   169     1396.527100       -0.423302
   170     1396.384500       -0.565902
   171     1397.258900        0.308498
   172     1400.722700        3.772298
   173     1431.743900       34.793498
   174     1399.238200        2.287798
   175     1398.140000        1.189598
   176     1396.948500       -0.001902
   177     1396.989100        0.038698
   178     1397.870800        0.920398
   179     1401.031100        4.080698
   180     1398.109500        1.159098
   181     1397.411100        0.460698
   182     1397.623200        0.672798
   183     1396.837600       -0.112802
   184     1397.019400        0.068998
   185     1397.394700        0.444298
   186     1401.508400        4.557998
   187     1396.956600        0.006198
   188     1400.544800        3.594398
   189     1396.545300       -0.405102
   190     1397.766300        0.815898
   191     1397.461200        0.510798
   192     1397.915400        0.964998
   193     1401.080300        4.129898
   194     1397.785900        0.835498
   195     1398.045000        1.094598
   196     1398.812400        1.861998
   197     1397.281900        0.331498
   198     1397.731500        0.781098
   199     1400.306300        3.355898
   200     1399.938800        2.988398
---------------------------------------------

  Mean run time:      1396.950402 ms.
  Standard deviation: 3.562480.
=============================================
